delivery_id,order_id,delivery_status,delivery_time,rider_id
660,660,delivered,08:37:07,4
661,661,delivered,13:07:43,22
662,662,delivered,12:02:19,12
663,663,delivered,22:58:07,29
664,664,delivered,11:50:44,32
665,665,delivered,01:17:27,31
666,666,delivered,12:32:58,31
667,667,delivered,14:42:34,13
668,668,delivered,17:02:14,8
669,669,delivered,16:50:00,4
670,670,delivered,07:55:30,21
671,671,delivered,04:42:08,5
672,672,delivered,20:23:14,27
673,673,delivered,06:42:46,2
674,674,delivered,19:50:32,31
675,675,delivered,19:01:26,28
676,676,delivered,20:51:58,30
677,677,delivered,15:24:48,33
678,678,delivered,19:40:04,34
679,679,delivered,18:12:22,16
680,680,delivered,21:42:12,28
681,681,delivered,06:51:29,21
682,682,delivered,05:56:41,22
683,683,delivered,17:21:09,30
684,684,delivered,02:12:51,1
685,685,delivered,06:17:03,27
686,686,delivered,05:07:23,9
687,687,order,23:43:27,7
688,688,delivered,09:27:15,18
689,689,delivered,07:09:01,23
690,690,delivered,18:47:39,6
691,691,delivered,19:10:57,30
692,692,delivered,14:13:14,25
693,693,not fulfilled,00:34:48,25
694,694,delivered,15:32:39,2
695,695,delivered,05:50:25,25
696,696,not fulfilled,12:38:56,15
697,697,delivered,12:36:22,2
698,698,delivered,13:16:22,6
699,699,delivered,19:33:51,34
700,700,order,02:39:44,11
701,701,delivered,13:17:55,10
702,702,delivered,18:41:50,4
703,703,delivered,19:45:04,13
704,704,delivered,23:11:09,24
705,705,delivered,16:32:57,2
706,706,delivered,19:53:23,16
707,707,delivered,20:38:48,11
708,708,delivered,17:34:46,26
709,709,delivered,08:33:59,26
710,710,delivered,09:07:38,24
711,711,delivered,06:27:49,2
712,712,delivered,04:01:57,16
713,713,delivered,14:08:26,14
714,714,delivered,14:58:24,23
715,715,delivered,15:04:22,3
716,716,delivered,01:01:32,18
717,717,delivered,11:39:20,30
718,718,delivered,16:02:42,28
719,719,delivered,04:09:48,18
720,720,delivered,00:08:12,20
721,721,delivered,02:10:54,1
722,722,delivered,03:05:42,32
723,723,delivered,20:42:20,22
724,724,delivered,15:17:21,28
725,725,delivered,03:52:09,17
726,726,delivered,11:26:47,33
727,727,delivered,21:04:49,31
728,728,delivered,10:23:07,2
729,729,delivered,07:18:15,28
730,730,delivered,02:05:50,7
731,731,delivered,01:00:30,10
732,732,delivered,21:36:05,23
733,733,delivered,19:00:52,3
734,734,delivered,02:53:39,34
735,735,delivered,03:31:38,33
736,736,delivered,14:22:32,31
737,737,delivered,06:15:29,21
738,738,delivered,14:08:09,7
739,739,delivered,13:07:59,28
740,740,delivered,02:03:02,23
741,741,delivered,14:08:52,21
742,742,delivered,13:05:31,17
743,743,delivered,23:11:26,13
744,744,delivered,03:30:49,1
745,745,delivered,08:33:25,33
746,746,delivered,01:18:21,30
747,747,order,19:36:14,30
748,748,delivered,21:57:37,15
749,749,delivered,12:00:27,16
750,750,delivered,16:55:46,2
751,751,delivered,07:59:24,8
752,752,delivered,20:15:30,22
753,753,delivered,13:10:57,17
754,754,delivered,02:09:55,5
755,755,delivered,03:48:28,12
756,756,not fulfilled,02:22:50,18
757,757,delivered,19:51:50,2
758,758,delivered,15:59:48,13
759,759,delivered,06:10:12,26
760,760,delivered,12:20:41,30
761,761,delivered,21:59:23,2
762,762,delivered,17:49:07,34
763,763,delivered,20:20:15,3
764,764,delivered,22:16:52,9
765,765,delivered,02:31:19,24
766,766,delivered,16:38:38,9
767,767,delivered,18:13:37,12
768,768,delivered,22:35:59,6
769,769,delivered,13:05:42,20
770,770,delivered,03:57:30,1
771,771,not fulfilled,02:21:10,16
772,772,delivered,07:26:00,33
773,773,delivered,06:52:33,25
774,774,delivered,07:39:54,18
775,775,delivered,18:12:47,26
776,776,delivered,04:45:02,16
777,777,delivered,03:36:00,18
778,778,delivered,23:41:50,10
779,779,delivered,21:12:54,29
780,780,delivered,15:31:17,16
781,781,delivered,16:18:13,30
782,782,delivered,16:04:37,31
783,783,delivered,12:17:10,31
784,784,delivered,07:35:32,25
785,785,delivered,21:33:51,18
786,786,delivered,07:48:42,17
787,787,delivered,18:21:00,27
788,788,delivered,22:51:17,17
789,789,delivered,07:20:02,13
790,790,delivered,22:04:06,2
791,791,delivered,03:43:35,5
792,792,delivered,00:58:37,17
793,793,delivered,10:59:15,6
794,794,delivered,15:44:17,3
795,795,delivered,16:37:14,6
796,796,delivered,00:47:06,11
797,797,delivered,06:52:13,12
798,798,delivered,01:07:46,9
799,799,delivered,12:00:10,31
800,800,delivered,05:13:04,6
801,801,delivered,22:35:56,34
802,802,delivered,05:39:53,28
803,803,delivered,12:18:24,13
804,804,delivered,23:44:34,15
805,805,delivered,16:11:34,4
806,806,delivered,17:35:05,16
807,807,delivered,01:27:31,12
808,808,delivered,02:27:46,29
809,809,delivered,01:48:00,2
810,810,delivered,02:44:12,6
811,811,delivered,23:09:22,2
812,812,delivered,02:34:52,11
813,813,delivered,05:52:48,10
814,814,not fulfilled,14:01:02,28
815,815,delivered,23:33:17,24
816,816,delivered,07:20:23,33
817,817,delivered,20:30:03,3
818,818,delivered,00:49:39,23
819,819,delivered,08:53:33,26
820,820,delivered,17:30:31,12
821,821,delivered,12:17:15,5
822,822,delivered,16:36:41,11
823,823,delivered,11:46:46,9
824,824,not delivered,09:40:24,25
825,825,delivered,23:43:23,15
826,826,delivered,15:24:19,6
827,827,delivered,23:06:23,15
828,828,delivered,19:53:44,30
829,829,delivered,06:58:13,16
830,830,delivered,12:46:14,8
831,831,delivered,17:03:38,8
832,832,delivered,12:41:20,9
833,833,delivered,15:48:20,33
834,834,delivered,00:00:58,34
835,835,delivered,17:08:53,8
836,836,delivered,19:07:46,19
837,837,delivered,01:04:19,9
838,838,delivered,07:14:25,19
839,839,delivered,23:10:13,11
840,840,delivered,02:16:59,5
841,841,order,20:01:49,24
842,842,delivered,16:44:06,3
843,843,delivered,06:23:24,34
844,844,delivered,03:11:49,14
845,845,delivered,13:36:06,12
846,846,delivered,08:18:47,34
847,847,delivered,06:21:19,29
848,848,delivered,07:41:23,14
849,849,delivered,16:23:36,4
850,850,delivered,18:51:10,17
851,851,delivered,17:41:38,19
852,852,delivered,20:36:15,25
853,853,delivered,05:56:12,13
854,854,delivered,18:35:03,26
855,855,delivered,00:41:28,27
856,856,delivered,21:42:38,21
857,857,delivered,00:57:22,19
858,858,delivered,12:37:48,10
859,859,delivered,18:24:22,25
860,860,delivered,06:51:33,10
861,861,delivered,07:37:50,10
862,862,order,07:00:00,31
863,863,delivered,12:32:12,8
864,864,delivered,02:24:33,4
865,865,delivered,01:29:26,21
866,866,delivered,23:23:14,4
867,867,delivered,01:45:28,11
868,868,not fulfilled,23:55:31,6
869,869,delivered,00:25:59,17
